,DATE,MARKET_CAP,MATIC_AVERAGE_PRICE,CIRCULATING_SUPPLY,HOLDERS
548,2021-03-20,1717933670.2223,0.4072501449,4218374607.72183,42146
549,2021-07-01,5815976918.89593,1.105557922,5260671380.86894,71996
550,2021-07-21,4306486110.87155,0.8010588584,5375992120.64343,84772
551,2021-09-26,6246900807.99984,1.113777178,5608752747.76252,168603
552,2021-12-24,16583970069.3867,2.582220239,6422368557.22246,293186
553,2020-05-10,49722828.1872241,0.01523293678,3264165597.58368,3054
554,2020-07-27,59904765.9834293,0.0200294818,2990829546.94519,6577
555,2020-10-06,53000552.1241175,0.01822100238,2908761604.69191,10533
556,2020-09-05,55431746.7843122,0.01885805895,2939419530.89426,9599
557,2020-12-09,67964730.2605479,0.01764239388,3852353071.25327,15890
558,2021-01-06,128710864.921476,0.02828660465,4550240882.39685,17610
559,2021-01-07,158333540.486131,0.03468544156,4564841425.88593,17942
560,2021-01-19,144506770.095872,0.0350694128,4120592805.72099,19294
561,2021-02-14,458235459.38302,0.1071894615,4275004772.23039,23677
562,2022-04-07,9674315031.16118,1.485560345,6512232950.99207,392721
563,2021-11-11,11147224416.6731,1.73493522,6425153104.39465,236630
564,2020-08-14,81420752.8125495,0.02758450667,2951684211.01645,8351
565,2020-09-25,57445657.8565874,0.01890172065,3039176110.36479,10387
566,2020-06-26,70917266.0135937,0.02123384234,3339822574.86966,3937
567,2020-08-31,79089545.2495848,0.02690651825,2939419530.89426,9599
568,2021-06-19,7219652866.86156,1.389610641,5195450188.8137,71899
569,2021-07-24,5020033045.67625,0.9293144067,5401867236.06489,89248
570,2021-09-08,7049474224.63471,1.317912849,5348968430.4455,148433
571,2021-09-14,7104342213.74123,1.292272765,5497556250.07072,155117
572,2021-10-24,9068525429.01309,1.585459504,5719808930.13063,201472
573,2021-10-27,11076398838.7285,1.79264705,6178795116.09186,207333
574,2021-11-28,10265173077.9677,1.581463186,6490933946.84743,264415
575,2022-01-27,10351214590.6896,1.579188724,6554767287.23151,332809
576,2022-02-07,12063108137.8188,1.858059225,6492316270.03106,347183
577,2022-07-11,4012695380.99652,0.5640436203,7114157907.00032,437361
578,2020-09-06,53707747.7148617,0.01827154891,2939419530.89426,9599
579,2020-10-31,47370204.1902438,0.0138794026,3412985813.65445,13012
580,2020-12-28,70951102.2517923,0.01892658226,3748754068.85862,16477
581,2021-02-05,208486333.322008,0.04920375332,4237203856.58181,20921
582,2021-03-12,1770569861.88739,0.4426470567,3999958511.28738,36149
583,2021-04-29,4321031304.00551,0.8247048499,5239488168.86193,65045
584,2022-02-19,10352377122.4335,1.613196682,6417306231.72471,361785
585,2021-05-02,4128658291.90824,0.7869120667,5246657748.44833,66587
586,2020-09-13,59699173.5047916,0.02030985127,2939419530.89426,9599
587,2021-03-27,1417218200.7829,0.3263363348,4342814604.20355,45674
588,2021-07-18,4339837915.03026,0.8251250876,5259612124.6086,79797
589,2022-03-14,8702442953.97395,1.363255634,6383573806.7143,377411
590,2022-04-24,8871763950.92886,1.356143737,6541905336.16105,400842
591,2022-05-11,5181872956.9238,0.7905361016,6554884649.13454,408978
592,2022-05-30,4273034510.56579,0.6315231423,6766235826.7914,421190
593,2021-01-04,92823920.9498897,0.02142990499,4331513414.77769,17044
594,2021-03-16,1543399420.74089,0.3760334454,4104420603.49196,39420
595,2022-07-27,5682620366.33418,0.815253006,6970376465.15733,449173
596,2020-12-06,75654680.7745139,0.01955277393,3869255637.67632,15729
597,2020-10-27,48395598.9015651,0.01613873603,2998722999.47822,13208
598,2020-12-14,69999365.4425618,0.01819467028,3847245613.60013,15444
599,2021-05-09,4799891390.05484,0.9310462636,5155373666.69501,71660
600,2021-10-06,7159849796.38868,1.275453677,5613571018.69088,180253
601,2021-10-21,8795278876.614,1.540644554,5708830666.48744,198042
602,2020-06-11,68542366.2153985,0.02097240182,3268217288.48433,3361
603,2022-02-03,9891351264.28455,1.523323277,6493271266.67947,342815
604,2022-03-22,9669484076.5125,1.508039182,6411958119.94012,380624
605,2020-06-29,62833674.7970659,0.0198123611,3171437996.93334,4372
606,2020-12-05,74106303.3064667,0.01918546001,3862628430.53416,15751
607,2021-01-22,128092334.937305,0.03054530341,4193519808.94096,19676
608,2021-03-05,826259202.215952,0.2034448849,4061341737.41491,30733
609,2021-03-03,925240726.61671,0.2289795778,4040712867.83517,30084
610,2021-04-28,3952563986.28906,0.7607560403,5195573583.42581,64458
611,2021-05-15,8736613889.45712,1.698384915,5144071766.77671,71795
612,2022-05-22,4447118290.83179,0.6607073075,6730844717.71088,417340
613,2020-07-17,65117975.6777254,0.02134148503,3051239198.38833,5896
614,2021-07-23,4890001067.21981,0.9050663753,5402919830.98057,87850
615,2021-06-01,9578836289.95244,1.862111713,5144071766.77671,71795
616,2021-06-30,5994685385.28228,1.139528579,5260671380.86894,71996
617,2022-02-16,11674951181.5208,1.816927725,6425655253.31085,358026
618,2022-02-20,9927481946.62897,1.547583334,6414828672.55603,362932
619,2022-02-24,8620016820.55176,1.353672824,6367873142.25533,368263
620,2020-07-02,58608986.5595928,0.01900344227,3084124745.50496,4697
621,2020-07-13,68979885.1438552,0.02229447472,3094035002.16445,5449
622,2020-06-09,66039913.6517468,0.02020670837,3268217288.48433,3361
623,2021-07-25,4952918541.21707,0.9290836805,5330971413.08403,90371
624,2021-08-19,6994027881.59846,1.350952309,5177109386.39626,123510
625,2021-11-04,12447992559.3722,1.956213375,6363310219.4771,224224
626,2020-05-31,75656529.3043164,0.02314917358,3268217288.48433,3361
627,2020-05-26,75212879.3024385,0.02301342679,3268217288.48433,3361
628,2022-01-16,15092173692.7222,2.330169553,6476856446.75924,318880
629,2021-01-26,153462881.514316,0.03649257316,4205318184.63048,20263
630,2020-08-30,82200360.3147929,0.02796482756,2939419530.89426,9599
631,2021-06-10,7367013105.05235,1.432136533,5144071766.77671,71795
632,2021-06-27,5614338830.61842,1.067228577,5260671380.86894,71996
633,2021-11-19,10135678752.5349,1.567659715,6465483965.26567,249382
634,2021-11-30,11618523629.545,1.785006756,6508952186.19018,268343
635,2022-01-30,10802165308.1588,1.648172262,6554026879.65125,337768
636,2022-02-27,9481154584.45369,1.48757352,6373570419.53293,371280
637,2020-07-14,67673079.6888242,0.02198446691,3078222454.29967,5572
638,2022-06-21,3064759759.84999,0.4274906495,7169185485.5956,430823
639,2022-07-08,4138011561.04925,0.5818973303,7111239982.42031,435205
640,2020-09-28,58572908.8428871,0.01927262742,3039176110.36479,10387
641,2021-03-09,985265160.957543,0.240714174,4093091588.80784,32408
642,2021-04-08,1663716737.90283,0.3488002117,4769827201.5968,52118
643,2021-04-09,1718370999.23228,0.3597710082,4776290918.88284,52718
644,2021-03-31,1585044263.71079,0.359989662,4403027172.67773,47655
645,2021-02-11,546600572.170785,0.125759664,4346390207.18874,22966
646,2021-04-16,2082101340.43502,0.4304524505,4837006591.05479,56416
647,2020-06-21,74132294.4287807,0.02229975363,3324354863.69638,3753
648,2021-07-14,4829272584.7034,0.9248991473,5221404516.40039,72679
649,2020-05-27,82016999.1966472,0.0250953324,3268217288.48433,3361
650,2020-05-05,55107126.8816946,0.01694666547,3251797646.00613,2947
651,2022-05-31,4489244099.41711,0.6623054389,6778208113.51674,421203
652,2020-10-22,48098418.5284555,0.01715188104,2804264933.0987,12757
653,2021-02-18,536054257.34167,0.1233160073,4346996543.53538,24182
654,2021-04-13,1833622486.99865,0.3836869454,4778954585.08523,55013
655,2021-04-03,1734951001.71019,0.3777056097,4593394848.42997,49115
656,2020-06-07,66644876.1643432,0.02039181311,3268217288.48433,3361
657,2020-06-13,68251171.5227775,0.0205893539,3314876797.26516,3369
658,2021-05-26,11210002434.7503,2.179208017,5144071766.77672,71795
659,2021-05-30,9325964713.64125,1.81295385,5144071766.77671,71795
660,2021-06-07,8428852554.83017,1.638556563,5144071766.77671,71795
661,2021-08-18,7002670613.81229,1.353100822,5175276297.46082,122340
662,2022-05-28,3949806478.76726,0.5847122951,6755128141.12778,419958
663,2020-10-26,51810614.6271597,0.01708665855,3032226253.16343,13158
664,2021-04-02,1655233127.51695,0.3741251146,4424276967.73719,48573
665,2021-02-10,507100329.420521,0.1158142541,4378565775.76112,22410
666,2020-07-03,58576683.6304202,0.0190533856,3074345151.27095,4769
667,2020-10-11,49530444.4609173,0.0175430462,2823366244.57386,11328
668,2020-05-23,66164424.4796446,0.02024480585,3268217288.48433,3361
669,2021-12-05,13163423534.9141,2.028998884,6487644541.03229,277185
670,2021-12-07,15320465599.1182,2.344565727,6534457712.37017,280399
671,2021-12-13,12370683663.3594,1.920671652,6440811292.10771,284009
672,2022-01-12,14989388026.8593,2.353948417,6367764015.81276,316824
673,2022-05-26,4209460014.25027,0.6233798205,6752640806.92076,419145
674,2022-07-06,3640715264.73777,0.5138747319,7084830288.17006,432786
675,2020-09-30,59657029.9038367,0.01962934287,3039176110.36479,10387
676,2020-12-26,64771752.0686597,0.01721139171,3763307067.90012,16470
677,2021-03-08,861272404.591354,0.2115632419,4070992659.39067,31692
678,2021-02-23,591124200.926712,0.1323355743,4466857865.86355,25360
679,2021-04-15,2042280372.73001,0.4223307142,4835737265.11575,55610
680,2021-03-30,1658766607.91183,0.3775490837,4393512471.27238,47104
681,2022-07-17,5359548020.5614,0.7572828364,7077339883.12532,442589
682,2020-09-24,55351244.2160305,0.01821258203,3039176110.36479,10387
683,2021-07-05,5915507717.24067,1.124477712,5260671380.86894,71996
684,2021-08-17,7454701455.33636,1.441907422,5170027799.85697,121121
685,2021-09-07,7982274570.90664,1.493151605,5345923712.96147,146857
686,2021-10-17,8404841515.22118,1.486851967,5652776269.37138,192641
687,2021-12-08,15925264252.6122,2.412179762,6602022164.49195,277652
688,2021-12-17,13363820679.638,2.073083784,6446348565.45783,282084
689,2020-05-11,49258779.4846214,0.01508122102,3266232848.522,3076
690,2022-04-28,8191396814.77835,1.253671944,6533923688.49176,403135
691,2020-07-12,65669658.9155688,0.02117579332,3101166409.14895,5386
692,2022-07-01,3331782793.85941,0.4702699512,7084830288.17006,432786
693,2020-09-09,56351183.2864118,0.01917085421,2939419530.89426,9599
694,2021-02-15,451951074.48834,0.1036115108,4361977456.32068,23774
695,2021-05-13,5607148241.99833,1.090021387,5144071766.77671,71795
696,2022-04-22,9306640177.98845,1.422468992,6542596168.62743,399740
697,2022-05-14,4495635063.09859,0.6636438048,6774168659.15069,413420
698,2022-06-27,4008575745.44098,0.5591396336,7169185485.5956,430823
699,2020-05-08,57493505.6930623,0.01769995719,3248228517.06564,2997
700,2021-02-21,731539409.284427,0.1662013089,4401526160.91215,24520
701,2021-04-25,1839963352.01962,0.3725954893,4938233030.39398,60670
702,2021-06-26,5527958783.68203,1.05080861,5260671380.86894,71996
703,2021-07-30,5481014495.28697,1.025727507,5343538570.6131,97668
704,2021-10-20,8444278773.60384,1.490529032,5665289699.47955,196622
705,2022-01-13,15324813943.7416,2.352241545,6514983112.01081,313490
706,2020-08-19,75139305.9212045,0.02595766555,2894686571.9976,9403
707,2020-08-11,71824623.8763523,0.02411733461,2978132743.549,7515
708,2020-09-27,56729809.8860583,0.01866618051,3039176110.36479,10387
709,2020-11-10,64637028.9343303,0.01679573442,3848419325.83058,13522
710,2020-12-22,68872562.1627495,0.01825254878,3773312044.25566,16146
711,2021-01-29,168766357.784494,0.04014686056,4203724909.64609,20824
712,2021-03-25,1439575378.70601,0.3328948362,4324414867.16247,44670
713,2021-03-06,884339038.788833,0.21713049,4072845959.77575,31093
714,2020-07-08,62244668.5873672,0.02077189044,2996581787.01224,5183
715,2020-09-20,64983091.6209045,0.02133807156,3045406021.87053,9938
716,2021-05-27,10899842362.5426,2.118913354,5144071766.77671,71795
717,2022-01-26,10602000846.1478,1.61798477,6552596194.47021,331085
718,2022-01-18,13994990564.9441,2.160229962,6478472576.02017,320166
719,2022-03-03,10221960108.3983,1.600470492,6386846967.85225,375617
720,2022-06-20,2770114041.962,0.3863917383,7169185485.5956,430823
721,2020-09-12,61784738.7740512,0.0210193673,2939419530.89427,9599
722,2020-11-22,73116228.7207886,0.01919540278,3809048946.49428,14532
723,2021-04-17,2046307025.90018,0.422808558,4839795664.37801,56982
724,2021-01-27,175805173.91605,0.04197191928,4188637949.29932,20530
725,2020-07-16,66124380.4461424,0.02156799617,3065856463.25582,5851
726,2020-05-21,65481682.3319095,0.02003590231,3268217288.48433,3361
727,2021-05-25,8804690186.66947,1.711618847,5144071766.77671,71795
728,2021-07-02,5646615526.02319,1.073364048,5260671380.86894,71996
729,2021-09-30,6300958439.11493,1.124870484,5601496820.90333,172761
730,2021-12-27,18160747333.3963,2.827657908,6422540463.34595,299674
731,2022-03-02,10480371004.0309,1.640588833,6388176483.58001,374729
732,2022-03-08,9251873762.11831,1.446842282,6394528194.34267,377909
733,2021-03-29,1571520300.89573,0.3578649511,4391378076.94291,46652
734,2021-12-21,14705483002.8004,2.281301502,6446093595.52477,287921
735,2020-10-18,47326575.2405442,0.01678532248,2819521358.06059,12261
736,2020-07-21,63748663.4769601,0.02136337113,2984017039.02855,6189
737,2020-09-10,60440101.0645529,0.02056191722,2939419530.89426,9599
738,2021-08-29,7462577430.1943,1.432232051,5210452750.3571,135647
739,2021-10-28,12088635793.7004,1.950041495,6199168491.48916,210086
740,2021-12-19,14357442015.4029,2.227806122,6444655069.02949,284692
741,2022-01-31,10398727181.374,1.586732333,6553548425.69208,338719
742,2022-04-15,9117417004.57238,1.387983005,6568824669.80714,396427
743,2020-10-07,48543089.5082191,0.01712842193,2834066658.80893,10695
744,2020-11-12,63301886.8429608,0.01649614118,3837375428.88348,13677
745,2021-03-13,1740988804.6999,0.4249554528,4096873668.40452,37229
746,2021-05-21,8694928942.67707,1.690281422,5144071766.77671,71795
747,2022-04-25,8580494252.56368,1.312564758,6537196891.01595,401410
748,2022-05-27,3953571204.3061,0.5851246033,6756802195.1872,419357
749,2020-09-04,56298477.244867,0.01915292344,2939419530.89426,9599
750,2021-06-29,6149100557.33666,1.168881329,5260671380.86894,71996
751,2021-07-20,3671192562.10548,0.6880108292,5335951712.32755,83054
752,2021-09-23,6756265408.10935,1.20499568,5606879361.4996,166145
753,2021-09-25,6309564336.78471,1.124737703,5609809576.24873,167608
754,2021-11-08,12093567051.3517,1.894258066,6384329184.32621,230933
755,2022-04-09,9442955111.34666,1.450033373,6512232950.99207,392721
756,2020-11-26,70058730.4106952,0.01800273741,3891559867.54685,15353
757,2021-02-01,156105048.839036,0.03767942809,4142978191.30351,21360
758,2021-05-20,9589869482.187,1.864256549,5144071766.77671,71795
759,2022-02-21,9824914350.96474,1.535097806,6400187864.50792,364230
760,2020-05-12,52119491.2984639,0.01596423568,3264765838.32248,3217
761,2020-10-05,56888652.5347361,0.01871844555,3039176110.36479,10387
762,2021-02-13,518052690.376737,0.121090403,4278230789.52563,23513
763,2021-08-28,7698848559.24857,1.47759339,5210397266.58911,134700
764,2021-11-23,10538911186.9825,1.626898911,6477913971.25399,256472
765,2021-12-12,13427948422.9273,2.083183636,6445878411.3081,282490
766,2022-04-05,10649995035.2823,1.636177419,6509071026.58252,391187
767,2020-10-28,53483264.9791768,0.01559021914,3430565310.67615,13235
768,2021-02-19,542267332.804532,0.1245451741,4353981090.21462,24313
769,2021-03-10,1313086824.23105,0.3102596151,4232219601.04163,33178
770,2022-07-21,6152713990.28544,0.869698713,7074535006.36345,445218
771,2022-08-01,6377626241.72915,0.9128639183,6986393167.45637,452045
772,2021-08-12,7242408401.07477,1.355074774,5344655910.27745,114162
773,2021-08-26,7491525004.68845,1.439490109,5204290713.13836,131764
774,2021-08-20,7779757900.82445,1.498349777,5192217477.79891,125237
775,2021-09-20,6649184694.09379,1.209076609,5499390727.48737,162709
776,2021-08-31,7048300887.19874,1.351044272,5216928146.09171,135981
777,2021-10-07,7178102014.71373,1.273661265,5635801458.1733,181584
778,2021-10-09,7627342081.6627,1.351929339,5641820072.02179,183880
779,2022-01-09,13069936026.1897,2.047212063,6384260948.48797,328004
780,2022-02-11,11789511470.3846,1.831724313,6436291416.22861,351763
781,2022-02-22,9041921833.48925,1.417448769,6379011384.13509,365816
782,2022-04-29,7823271742.16513,1.195900978,6541738729.14405,403710
783,2022-06-17,2853512764.67541,0.3966145586,7194674786.9468,428993
784,2022-06-18,2639206228.9966,0.3669628076,7192026477.94835,429562
785,2022-03-19,9757756325.6329,1.520415158,6417823627.53437,378806
786,2022-04-04,10775622037.9374,1.655419218,6509301042.17456,390469
787,2022-05-18,4647894696.22081,0.6811556798,6823542450.36841,416834
788,2020-07-15,70074659.1870511,0.02276109217,3078703722.47719,5742
789,2020-08-18,81925682.4662362,0.02811037929,2914428212.40012,9248
790,2021-01-05,106290430.566745,0.02458679645,4323069529.02535,17220
791,2020-05-20,70661843.8360804,0.02162091367,3268217288.48433,3361
792,2021-07-04,6002115127.12289,1.140940898,5260671380.86894,71996
793,2022-03-17,9351715472.76365,1.457536458,6416110841.83511,377668
794,2022-05-12,3974165070.20451,0.5989595945,6635113798.09489,411353
795,2020-08-13,77504173.2739697,0.02625486085,2951993297.72585,8073
796,2020-09-21,63700146.5605381,0.02086110878,3053535995.82911,10053
797,2020-12-30,69054261.6382154,0.01836627013,3759841336.1904,16527
798,2020-12-31,67512100.3303855,0.0176243718,3830610309.61185,16611
799,2021-04-26,2412497119.48538,0.4827554736,4997348039.02983,61260
800,2021-05-04,3883276836.48293,0.7602231542,5108074931.96008,68537
801,2020-08-23,74335606.419943,0.02540939845,2925516184.66463,9592
802,2022-06-09,4236331251.46487,0.6249667282,6778490854.97504,423189
803,2020-10-02,55587393.1600591,0.01829028366,3039176110.36479,10387
804,2020-09-02,71272393.5945641,0.02424709806,2939419530.89427,9599
805,2020-07-23,63558636.4298363,0.02124243388,2992059986.04161,6333
806,2020-10-14,49755278.0586704,0.0175897272,2828655470.0679,11873
807,2020-06-14,69234773.6357288,0.02082316283,3324892294.01761,3398
808,2020-06-19,67157816.6902211,0.02024013576,3318051691.65678,3656
809,2021-08-16,7710802366.27016,1.49150149,5169825453.37634,119811
810,2021-08-22,8373892060.14327,1.614995831,5185085868.01031,127809
811,2021-10-16,8634978198.43608,1.527833481,5651779665.00542,191670
812,2021-11-09,11829663506.0962,1.850047491,6394248559.07178,232826
813,2021-12-01,12659066567.2569,1.945916611,6505451721.35415,270319
814,2021-12-14,11820584055.6709,1.838906991,6428048896.51045,284705
815,2020-12-01,74293441.867514,0.0192071078,3868018164.87559,15722
816,2021-01-12,108620196.155975,0.02661694624,4080866196.6296,18383
817,2021-03-11,1305562725.53075,0.3110347696,4197481609.83377,34617
818,2022-07-24,6164227668.96983,0.8733891746,7057824676.8734,446893
819,2020-08-28,77504980.5763789,0.02649275399,2925516184.66463,9592
820,2020-12-23,66309207.5167654,0.01762268862,3762717989.84871,16264
821,2020-05-15,64585932.9100086,0.01976182341,3268217288.48433,3361
822,2020-11-01,47737407.9142448,0.01398144607,3414339808.99419,12937
